#INTERVAL_START,INTERVAL_END,ANIMAL,BICYCLE,BUS,CAR,CAR_TRAILER,CARAVAN,E_CART,HEAD,HEAVY,LIGHT,MOTORCYCLE,OBSTACLE,PEDESTRIAN,PRAM,SCOOTER,SKATE,TRACTOR,TRAM,TRUCK_TRAILER,TUK_TUK,UNKNOWN,VAN,WHEELCHAIR
2026-01-23T04:55:00+01:00,2026-01-23T05:00:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-23T05:00:00+01:00,2026-01-23T05:05:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-23T05:05:00+01:00,2026-01-23T05:10:00+01:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-23T05:10:00+01:00,2026-01-23T05:15:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-23T05:15:00+01:00,2026-01-23T05:20:00+01:00,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026-01-23T05:20:00+01:00,2026-01-23T05:25:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-23T05:25:00+01:00,2026-01-23T05:30:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-23T05:30:00+01:00,2026-01-23T05:35:00+01:00,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026-01-23T05:35:00+01:00,2026-01-23T05:40:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2026-01-23T05:40:00+01:00,2026-01-23T05:45:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-23T05:45:00+01:00,2026-01-23T05:50:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-23T05:50:00+01:00,2026-01-23T05:55:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-23T05:55:00+01:00,2026-01-23T06:00:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-23T06:00:00+01:00,2026-01-23T06:05:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026-01-23T06:05:00+01:00,2026-01-23T06:10:00+01:00,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-23T06:10:00+01:00,2026-01-23T06:15:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
2026-01-23T06:15:00+01:00,2026-01-23T06:20:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2026-01-23T06:20:00+01:00,2026-01-23T06:25:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-23T06:25:00+01:00,2026-01-23T06:30:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
2026-01-23T06:30:00+01:00,2026-01-23T06:35:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026-01-23T06:35:00+01:00,2026-01-23T06:40:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026-01-23T06:40:00+01:00,2026-01-23T06:45:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
2026-01-23T06:45:00+01:00,2026-01-23T06:50:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-23T06:50:00+01:00,2026-01-23T06:55:00+01:00,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
2026-01-23T06:55:00+01:00,2026-01-23T07:00:00+01:00,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026-01-23T07:00:00+01:00,2026-01-23T07:05:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2026-01-23T07:05:00+01:00,2026-01-23T07:10:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2026-01-23T07:10:00+01:00,2026-01-23T07:15:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2026-01-23T07:15:00+01:00,2026-01-23T07:20:00+01:00,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2026-01-23T07:20:00+01:00,2026-01-23T07:25:00+01:00,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2026-01-23T07:25:00+01:00,2026-01-23T07:30:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
2026-01-23T07:30:00+01:00,2026-01-23T07:35:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2026-01-23T07:35:00+01:00,2026-01-23T07:40:00+01:00,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2026-01-23T07:40:00+01:00,2026-01-23T07:45:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2026-01-23T07:45:00+01:00,2026-01-23T07:50:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2026-01-23T07:50:00+01:00,2026-01-23T07:55:00+01:00,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2026-01-23T07:55:00+01:00,2026-01-23T08:00:00+01:00,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
2026-01-23T08:00:00+01:00,2026-01-23T08:05:00+01:00,0,0,0,4,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0
2026-01-23T08:05:00+01:00,2026-01-23T08:10:00+01:00,0,1,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2026-01-23T08:10:00+01:00,2026-01-23T08:15:00+01:00,0,1,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2026-01-23T08:15:00+01:00,2026-01-23T08:20:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2026-01-23T08:20:00+01:00,2026-01-23T08:25:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
2026-01-23T08:25:00+01:00,2026-01-23T08:30:00+01:00,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2026-01-23T08:30:00+01:00,2026-01-23T08:35:00+01:00,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2026-01-23T08:35:00+01:00,2026-01-23T08:40:00+01:00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2026-01-23T08:40:00+01:00,2026-01-23T08:45:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
2026-01-23T08:45:00+01:00,2026-01-23T08:50:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2026-01-23T08:50:00+01:00,2026-01-23T08:55:00+01:00,0,0,0,2,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0
2026-01-23T08:55:00+01:00,2026-01-23T09:00:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026-01-23T09:00:00+01:00,2026-01-23T09:05:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2026-01-23T09:05:00+01:00,2026-01-23T09:10:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2026-01-23T09:10:00+01:00,2026-01-23T09:15:00+01:00,0,2,0,1,0,0,0,0,0,2,0,0,7,1,0,0,0,0,0,0,0,1,0
2026-01-23T09:15:00+01:00,2026-01-23T09:20:00+01:00,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2026-01-23T09:20:00+01:00,2026-01-23T09:25:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2026-01-23T09:25:00+01:00,2026-01-23T09:30:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0
2026-01-23T09:30:00+01:00,2026-01-23T09:35:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2026-01-23T09:35:00+01:00,2026-01-23T09:40:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0
2026-01-23T09:40:00+01:00,2026-01-23T09:45:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2026-01-23T09:45:00+01:00,2026-01-23T09:50:00+01:00,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0
2026-01-23T09:50:00+01:00,2026-01-23T09:55:00+01:00,0,1,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2026-01-23T09:55:00+01:00,2026-01-23T10:00:00+01:00,0,0,0,2,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2026-01-23T10:00:00+01:00,2026-01-23T10:05:00+01:00,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2026-01-23T10:05:00+01:00,2026-01-23T10:10:00+01:00,0,1,0,3,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
2026-01-23T10:10:00+01:00,2026-01-23T10:15:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2026-01-23T10:15:00+01:00,2026-01-23T10:20:00+01:00,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2026-01-23T10:20:00+01:00,2026-01-23T10:25:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2026-01-23T10:25:00+01:00,2026-01-23T10:30:00+01:00,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2026-01-23T10:30:00+01:00,2026-01-23T10:35:00+01:00,0,1,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2026-01-23T10:35:00+01:00,2026-01-23T10:40:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2026-01-23T10:40:00+01:00,2026-01-23T10:45:00+01:00,0,2,0,3,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0
2026-01-23T10:45:00+01:00,2026-01-23T10:50:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2026-01-23T10:50:00+01:00,2026-01-23T10:55:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2026-01-23T10:55:00+01:00,2026-01-23T11:00:00+01:00,1,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2026-01-23T11:00:00+01:00,2026-01-23T11:05:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2026-01-23T11:05:00+01:00,2026-01-23T11:10:00+01:00,0,2,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2026-01-23T11:10:00+01:00,2026-01-23T11:15:00+01:00,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2026-01-23T11:15:00+01:00,2026-01-23T11:20:00+01:00,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2026-01-23T11:20:00+01:00,2026-01-23T11:25:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2026-01-23T11:25:00+01:00,2026-01-23T11:30:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2026-01-23T11:30:00+01:00,2026-01-23T11:35:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
2026-01-23T11:35:00+01:00,2026-01-23T11:40:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,2,0
2026-01-23T11:40:00+01:00,2026-01-23T11:45:00+01:00,0,0,0,2,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0
2026-01-23T11:45:00+01:00,2026-01-23T11:50:00+01:00,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0
2026-01-23T11:50:00+01:00,2026-01-23T11:55:00+01:00,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2026-01-23T11:55:00+01:00,2026-01-23T12:00:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0
2026-01-23T12:00:00+01:00,2026-01-23T12:05:00+01:00,0,0,0,2,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0
2026-01-23T12:05:00+01:00,2026-01-23T12:10:00+01:00,0,1,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
2026-01-23T12:10:00+01:00,2026-01-23T12:15:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0
2026-01-23T12:15:00+01:00,2026-01-23T12:20:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2026-01-23T12:20:00+01:00,2026-01-23T12:25:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
2026-01-23T12:25:00+01:00,2026-01-23T12:30:00+01:00,0,1,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2026-01-23T12:30:00+01:00,2026-01-23T12:35:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2026-01-23T12:35:00+01:00,2026-01-23T12:40:00+01:00,0,0,0,1,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0
2026-01-23T12:40:00+01:00,2026-01-23T12:45:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2026-01-23T12:45:00+01:00,2026-01-23T12:50:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0
2026-01-23T12:50:00+01:00,2026-01-23T12:55:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2026-01-23T12:55:00+01:00,2026-01-23T13:00:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2026-01-23T13:00:00+01:00,2026-01-23T13:05:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0
2026-01-23T13:05:00+01:00,2026-01-23T13:10:00+01:00,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
2026-01-23T13:10:00+01:00,2026-01-23T13:15:00+01:00,0,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2026-01-23T13:15:00+01:00,2026-01-23T13:20:00+01:00,0,0,0,2,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2026-01-23T13:20:00+01:00,2026-01-23T13:25:00+01:00,0,4,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
2026-01-23T13:25:00+01:00,2026-01-23T13:30:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2026-01-23T13:30:00+01:00,2026-01-23T13:35:00+01:00,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2026-01-23T13:35:00+01:00,2026-01-23T13:40:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2026-01-23T13:40:00+01:00,2026-01-23T13:45:00+01:00,0,0,0,1,0,0,0,0,0,2,0,0,23,0,0,0,0,0,0,0,0,0,0
2026-01-23T13:45:00+01:00,2026-01-23T13:50:00+01:00,0,1,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2026-01-23T13:50:00+01:00,2026-01-23T13:55:00+01:00,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2026-01-23T13:55:00+01:00,2026-01-23T14:00:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
2026-01-23T14:00:00+01:00,2026-01-23T14:05:00+01:00,1,0,0,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
2026-01-23T14:05:00+01:00,2026-01-23T14:10:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
2026-01-23T14:10:00+01:00,2026-01-23T14:15:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
2026-01-23T14:15:00+01:00,2026-01-23T14:20:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0
2026-01-23T14:20:00+01:00,2026-01-23T14:25:00+01:00,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
2026-01-23T14:25:00+01:00,2026-01-23T14:30:00+01:00,0,0,0,2,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0
2026-01-23T14:30:00+01:00,2026-01-23T14:35:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
2026-01-23T14:35:00+01:00,2026-01-23T14:40:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2026-01-23T14:40:00+01:00,2026-01-23T14:45:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2026-01-23T14:45:00+01:00,2026-01-23T14:50:00+01:00,0,1,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2026-01-23T14:50:00+01:00,2026-01-23T14:55:00+01:00,0,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2026-01-23T14:55:00+01:00,2026-01-23T15:00:00+01:00,0,0,0,3,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,2,0
2026-01-23T15:00:00+01:00,2026-01-23T15:05:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2026-01-23T15:05:00+01:00,2026-01-23T15:10:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2026-01-23T15:10:00+01:00,2026-01-23T15:15:00+01:00,0,2,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2026-01-23T15:15:00+01:00,2026-01-23T15:20:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2026-01-23T15:20:00+01:00,2026-01-23T15:25:00+01:00,0,1,0,3,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
2026-01-23T15:25:00+01:00,2026-01-23T15:30:00+01:00,0,0,0,2,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0
2026-01-23T15:30:00+01:00,2026-01-23T15:35:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2026-01-23T15:35:00+01:00,2026-01-23T15:40:00+01:00,0,1,0,3,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0
2026-01-23T15:40:00+01:00,2026-01-23T15:45:00+01:00,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0
2026-01-23T15:45:00+01:00,2026-01-23T15:50:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2026-01-23T15:50:00+01:00,2026-01-23T15:55:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0
2026-01-23T15:55:00+01:00,2026-01-23T16:00:00+01:00,0,0,1,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2026-01-23T16:00:00+01:00,2026-01-23T16:05:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2026-01-23T16:05:00+01:00,2026-01-23T16:10:00+01:00,0,1,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2026-01-23T16:10:00+01:00,2026-01-23T16:15:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0
2026-01-23T16:15:00+01:00,2026-01-23T16:20:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
2026-01-23T16:20:00+01:00,2026-01-23T16:25:00+01:00,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0
2026-01-23T16:25:00+01:00,2026-01-23T16:30:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
2026-01-23T16:30:00+01:00,2026-01-23T16:35:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0
2026-01-23T16:35:00+01:00,2026-01-23T16:40:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2026-01-23T16:40:00+01:00,2026-01-23T16:45:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
2026-01-23T16:45:00+01:00,2026-01-23T16:50:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2026-01-23T16:50:00+01:00,2026-01-23T16:55:00+01:00,0,1,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2026-01-23T16:55:00+01:00,2026-01-23T17:00:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
2026-01-23T17:00:00+01:00,2026-01-23T17:05:00+01:00,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2026-01-23T17:05:00+01:00,2026-01-23T17:10:00+01:00,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2026-01-23T17:10:00+01:00,2026-01-23T17:15:00+01:00,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2026-01-23T17:15:00+01:00,2026-01-23T17:20:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2026-01-23T17:20:00+01:00,2026-01-23T17:25:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026-01-23T17:25:00+01:00,2026-01-23T17:30:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2026-01-23T17:30:00+01:00,2026-01-23T17:35:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2026-01-23T17:35:00+01:00,2026-01-23T17:40:00+01:00,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026-01-23T17:40:00+01:00,2026-01-23T17:45:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2026-01-23T17:45:00+01:00,2026-01-23T17:50:00+01:00,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2026-01-23T17:50:00+01:00,2026-01-23T17:55:00+01:00,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2026-01-23T17:55:00+01:00,2026-01-23T18:00:00+01:00,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2026-01-23T18:00:00+01:00,2026-01-23T18:05:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026-01-23T18:05:00+01:00,2026-01-23T18:10:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2026-01-23T18:10:00+01:00,2026-01-23T18:15:00+01:00,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
2026-01-23T18:15:00+01:00,2026-01-23T18:20:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2026-01-23T18:20:00+01:00,2026-01-23T18:25:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2026-01-23T18:25:00+01:00,2026-01-23T18:30:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2026-01-23T18:30:00+01:00,2026-01-23T18:35:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2026-01-23T18:35:00+01:00,2026-01-23T18:40:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2026-01-23T18:40:00+01:00,2026-01-23T18:45:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2026-01-23T18:45:00+01:00,2026-01-23T18:50:00+01:00,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2026-01-23T18:50:00+01:00,2026-01-23T18:55:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2026-01-23T18:55:00+01:00,2026-01-23T19:00:00+01:00,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2026-01-23T19:00:00+01:00,2026-01-23T19:05:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2026-01-23T19:05:00+01:00,2026-01-23T19:10:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2026-01-23T19:10:00+01:00,2026-01-23T19:15:00+01:00,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
